Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
05-Apr-20,"Job security, Career development, work-Life balance, Onsite opportunity, Choices of accounts, flexibility, infrastructure, process, on and on and on....",Salary is the biggest Con here in this company.,,5,Current Employee,Engagement Manager,,5,5,5,3,5
04-Apr-20,Good work life balance there.,No growth in your field,,4,Former Employee,Associate Software Engineer,"Gurgaon, Haryana",5,5,4,4,4
04-Apr-20,Good organization to work,"Less respect for senior, more operational role for seniors",,4,Current Employee,Data Warehouse/BI Architect,Pune,,,,,
04-Apr-20,Good working experience From past two years,Offers less package Compare to other companies,,4,Current Employee,Service Desk,Bangalore,5,4,4,3,4
04-Apr-20,"Employee friendly 
Work life balance",No cons as of my knowledge,,4,Current Employee,Embedded Engineer,Bangalore,,,,,
18-Apr-20,"Good Training environment, ample opportunities for domain change",Account HR are biased and promotion favouritism is observed. Retention is not taken care and hence experienced talented associates leaves. There must be a fair detailed review basis the work done by the associates.,Retention is not taken care and hence experienced talented associates leaves. There must be a fair detailed review basis the work done by the associates.,3,Current Employee,Training and Compliance Manager,Mumbai,3,2,4,3,1
18-Apr-20,Does not do layoffs often,Less salaries compared to other companies,,3,Current Employee,SAP ABAP Developer,Bangalore,3,4,3,3,2
18-Apr-20,lots of positive opportunities available,sometimes its all about leadership only,,3,Former Employee,Anonymous Employee,Chennai,3,3,4,3,2
19-Apr-20,"Stress-free, other additional benefits in all tata products, friendly, work-life balance, leaves","support projects, no recognition, night shifts, no hikes, less salary",,3,Current Employee,Assistant Systems Engineer Trainee,Hyderābād,4,5,2,4,2
04-Apr-20,All good company Tata is evergreen,I don't think something is there to be considered,,5,Current Employee,Quality Assurance Engineer,Bangalore,5,5,4,2,4
04-Apr-20,Moral values and company ethics are so valuable,Nothing I could say it is a good company to work,,5,Current Employee,Quality Analyst,Bangalore,5,5,4,2,4
03-Apr-20,very good for experience person,not a good for fresher,,4,Current Employee,IT Analyst,Noida,5,4,4,3,4
03-Apr-20,"Tata culture , not exploitive, ethics","Can be slow to react , there are old timers who refuse to change","Need to be dynamic , get people who are change agents",4,Former Employee,Senior Manager,Mumbai,4,5,4,3,4
17-Apr-20,Most of the things are good as compared to other IT services company,Pay structure should be reviewed for some old resources.,Company should remove some senior resources who doesn't have any skills but still are sitting at high levels and blocking growth of their juniors as they are reluctant to acknowledge the use of any new technology available.,3,Current Employee,IT Analyst,Pune,4,5,3,4,3
17-Apr-20,"Job security, good work life balance","Slow hike, less growth and politics",,3,Current Employee,Programmer,Bangalore,4,4,3,3,3
17-Apr-20,nice work expirience and good peers.,work hours were not fixed,,3,Former Employee,Systems Engineer,,2,3,4,3,4
18-Apr-20,Nothing for freshers as such. Like a government job,Have a hell a large list.,,3,Current Employee,Systems Engineer,Bangalore,1,4,2,1,1
02-Apr-20,I was selected in Digital. It was the best company to work with. Your entry level interviews matters the most. Don't give the interviews bluntly. Give your best and the company will surely reciprocate,A little infrastructure issues but manageable. Internet connection is weak at many offices and that needs to be addressed on priority,,5,Current Employee,Systems Engineer,Pune,5,5,5,4,4
03-Apr-20,Wok Life Balance and Security,Less Hike and Less Onsite Oppurtunities,,5,Current Employee,Systems Engineer,Chennai,5,5,5,5,5
03-Apr-20,Good place to work for Mid level employees and senior management.,Average hike is very monimal,,5,Current Employee,Assistant Manager,Hyderābād,,,,,
03-Apr-20,"Work life balance, supportive teams",None were noticed till date,,5,Current Employee,ABAP Developer,Bangalore,,,,,
17-Apr-20,Good policy related to Health Insurance,"No growth , No perks, Biased Management, No work life balance",,2,Current Employee,Systems Engineer,Pune,3,2,2,2,1
02-Apr-20,a) Great flexibility b) Worklife balance c) Wider community,"Innovation is in pockets. Difficult to get into teams that actually do that,",,4,Current Employee,Assistant Consultant,Hyderābād,5,5,4,4,4
02-Apr-20,Job security. Good locations. Work life balance,Iow salary hike...delayed promotions.. Less chalenges,-,4,Current Employee,Lead,Thāne,5,5,3,3,4
02-Apr-20,Good work-life balance and better growth.,The salary is very low and the increment is also low.,,4,Former Employee,Systems Analyst,Calcutta,5,5,5,4,5
02-Apr-20,great organization with values and benefits . can move to different technologies easily.,salary and RMG/HR are most imp players for causing disatisfaction among employees,please remove RMG and HR by streamlining process,4,Current Employee,Cx-Product Consultant,Hyderābād,5,5,5,3,1
02-Apr-20,"1. Work-Life balance
2. New learning opportunities",1. Low on salary and very less increment,,4,Current Employee,Developer,Calcutta,5,5,4,3,4
03-Apr-20,"Good company to shape career and upgrade the technological skils
Health benefits
team outings etc at client location","Less Salary as entry level.
More pressure at Client locations which should be managable","Please provide the freshers /Experienced with good hikes,bonuses etc",4,Current Employee,Data Engineer,Bangalore,4,5,4,3,4
03-Apr-20,"Work pressure is less
Good for female associates
Onsite opportunities are high for experienced
God transportation facility","Hike is moderate
Training is not up to mark for freshers",,4,,,,4,4,4,3,4
03-Apr-20,"No work pressure, good working environment",None that I know of,,4,Current Employee,Anonymous Employee,,,,,,
16-Apr-20,"Work life balance, women friendly","Low salary increment, HR doesn't listen",HR should be approchable,3,Former Employee,AEM Developer,"Gurgaon, Haryana",3,2,4,2,2
16-Apr-20,good place to learning techniques and technology,as far now only salary increment littleless compared to other MNC but good only,,3,Current Employee,Assistant Systems Engineer,Chennai,5,5,5,5,2
16-Apr-20,Nothing as such to say,"Work life balance, friendly environment",,3,Current Employee,Software Engineer,Pune,3,3,4,3,3
16-Apr-20,"Job Security, Work life balance","Politics, carreer opportunities are not good",,3,Current Employee,Systems Engineer,,4,3,2,4,1
17-Apr-20,Nice work place one will enjoy with basic employee benefits.,Hierarchy and slow pace in transformation of technology. Ignorance on efforts put by employee.,,3,Current Employee,Software Engineer,Mumbai,,,,,
01-Apr-20,good to work under supervisor of ratan tata who has values .,you may be happy with the hikes and bonus,,5,Current Employee,Assistant Software Engineer,"Nāgpur, Maharashtra",5,5,5,5,5
01-Apr-20,Best place to work for work like balance,Management not transparent in career progression,,5,Current Employee,Assistant Manager,"Gāndhīnagar, Gujarat",5,5,3,4,4
02-Apr-20,Lots of employee benefits. Good salary in senior level. Lot of onsite opportunities.,"Work culture not good. Specially if you are in BaNCS(Insurance product team), life will become hell because of the managers.",,5,Former Employee,IT Analyst,Calcutta,3,2,5,3,2
01-Apr-20,Good learning Environment and multi domain expertise,Usual problems in service based company,Nothing as of now,4,Former Employee,Senior Data Analyst,Chennai,3,4,4,3,3
01-Apr-20,Will get leisure time depending on project. Will be able to do mid-career technolgy switch due to companies size and available number of projects,Not a good choice of company to start your career. But good for settling,,4,Current Employee,IT Analyst,Cochin,5,4,5,3,4
02-Apr-20,Lots of employee benefits. Good salary in senior level. Lot of onsite opportunities.,"Work culture not good. Specially if you are in BaNCS(Insurance product team), life will become hell because of the managers.",,5,Former Employee,IT Analyst,Calcutta,3,2,5,3,2
01-Apr-20,Good learning Environment and multi domain expertise,Usual problems in service based company,Nothing as of now,4,Former Employee,Senior Data Analyst,Chennai,3,4,4,3,3
01-Apr-20,Will get leisure time depending on project. Will be able to do mid-career technolgy switch due to companies size and available number of projects,Not a good choice of company to start your career. But good for settling,,4,Current Employee,IT Analyst,Cochin,5,4,5,3,4
01-Apr-20,"Work Life Balance.
 Good management.",Pay is not that great in 2020.,,4,Current Employee,Software Engineer Trainee,Calcutta,5,5,4,3,4
02-Apr-20,Stability in company is good in comparision to others.,Salary is quite less than others should be more,,4,Current Employee,Systems Engineer,Noida,5,5,4,3,4
15-Apr-20,Good employment culture and job security,Less salary compare to market standards,,3,Current Employee,Devops Engineer,Mumbai,4,4,3,5,2
29-Mar-20,"You will be under best employer
You will learn managerial skills 
You will have best health package ever
You will learn six sigma, Agile way of working, RIO standards, Fit4Life lessons, you have everything in TCS","They will promise you onsite as if they will give in coming month, but they will give you after one or two year",Change the grading system. It's not a worth at all. Don't give precedence to yourself or leads. If someone deserves A rating then please give it.,4,Current Employee,IT Analyst,Hyderābād,4,5,4,4,3
31-Mar-20,"good life style , good working environment",poor looking girls poor salary,,5,Current Employee,Anonymous Employee,,5,5,4,5,5
01-Apr-20,"Health Insurance Policy
Flexible work hours
Leave policy 
On Site opportunities
and the list goes on...",No  in my opinion,,5,Former Employee,IT Analyst,,5,5,5,3,5
01-Apr-20,policies are good in TCS,not applicable - NA - not applicable,,5,Current Employee,Tech Support,Pune,4,5,4,4,4
16-Apr-20,good work life balance;extra time for your studies,Dont join it not worth it,,2,Current Employee,Associate Software Engineer,New Delhi,3,2,2,2,1
31-Mar-20,Best if you want minimum work,Not that much of hike,,4,Current Employee,Systems Engineer,Bangalore,5,4,5,4,3
31-Mar-20,Excellent job security Good staff Friendly managers,No salary hikes No cafteria benifits,,4,Current Employee,Anonymous Employee,,3,1,3,5,2
31-Mar-20,It was a good experience overall,No cons as such but would be better with a little more salary,,4,Former Employee,Tata Consultancy Services,Bangalore,,,,,
31-Mar-20,Good environment to work in.,Very low annual increment as compared to ratings received in appraisal,None,4,Former Employee,Senior Associate,Mumbai,4,5,3,3,4
01-Apr-20,Overall experience was good but might not be the same for everyone.,"Politics, but unfortunately that is a problem you will find everywhere.",,4,Current Employee,SQL Database Administrator and Sharepoint Administrative,"Gurgaon, Haryana",3,2,3,3,2
01-Apr-20,good working environment and false promises for onsite.,not good for career development,,4,Former Employee,Systems Engineer,Greater Noida,4,5,1,2,3
14-Apr-20,Easy to manage work life balance,won;t learn anything new during your job,,3,Former Employee,Anonymous Employee,"Gurgaon, Haryana",5,5,3,2,3
14-Apr-20,Job Security is best at TCS,Good work depends on the project you get,,3,Current Employee,Systems Engineer,New Delhi,4,5,3,3,4
14-Apr-20,"Nothing much 
Job security is there","Nothing less, Internal politics,Worst rmg",,3,Former Employee,Smart Hiring,Bangalore,3,3,5,3,2
30-Mar-20,"Good Management, great working environment and challenges at work",Hikes are not that encouraging,,5,Former Employee,Anonymous Employee,Hyderābād,5,5,3,2,4
